"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_US_PATH2198_R1","GPS_US_PATH2202_R1","GPS_US_PATH2210_R1","GPS_US_PATH2228_R1","GPS_US_PATH2234_R1","GPS_US_PATH2242_R1","GPS_US_PATH2248_R1","GPS_US_PATH2249_R1","GPS_US_PATH2250_R1","GPS_US_PATH2255_R1","GPS_US_PATH2268_R1","GPS_US_PATH2274_R1","GPS_US_PATH2296_R1","GPS_US_PATH2298_R1","GPS_US_PATH2307_R1","GPS_US_PATH3382_R1","GPS_US_PATH5902_R1","GPS_US_PATH5908_R1","GPS_US_PATH5912_R1","GPS_US_PATH5916_R1","GPS_US_PATH5924_R1","GPS_US_PATH5938_R1","PATH2203","PATH2207","PATH2211","PATH2215","PATH2218","PATH2220","PATH2225","PATH2226","PATH2229","PATH2230","PATH2231","PATH2233","PATH2239","PATH2240","PATH2251","PATH2253","PATH2256","PATH2261","PATH2262","PATH2263","PATH2264","PATH2265","PATH2267","PATH2272","PATH2279","PATH2280","PATH2281","PATH2285","PATH2290","PATH2294","PATH2295","PATH2297","PATH2300","PATH2311","PATH2313","PATH3356","PATH3359","PATH3360","PATH3366","PATH3370","PATH3375","PATH3379","PATH3383","PATH5904","PATH5906","PATH5907","PATH5909","PATH5915","PATH5922","PATH5923","PATH5926","PATH5930","PATH5931","PATH5934","PATH5935","PATH5941","PATH5942","PATH5944","PATH5946","PATH5947","PATH5950","PATH5952","PATH5953","PATH5960"
"group_3221","","putative lipoprotein","1","1","1","1","4848","1","564","","551","551","551","","","","","","","19084_7#85_01307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3223","","transcriptional regulator","1","1","1","1","671","1","2810","","863","863","863","","","","","","","19084_7#85_01846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3224","","Membrane protein","1","1","1","1","5187","1","238","","587","587","587","","","","","","","19084_7#85_02054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3282","","phage protein","1","1","1","1","1968","1","1368","","584","584","584","","","","","","","","","","","19084_7#89_01467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3289","","phosphate ABC transporter permeae PstA","1","1","1","1","2512","109","1","","362","362","362","","","","","","","","","","","","19084_7#93_00514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_33","","IS1167 transposase","1","1","1","55","2","254","2","Investigate","518","518","518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11679_1#89_02160","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3317","","hypothetical protein","1","1","1","2","4","83","7","","140","140","140","","","","","","","","","","","","19084_7#93_02201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3318","","hypothetical protein","1","1","1","2","5","83","8","","434","434","434","","","","","","","","","","","","19084_7#93_02202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3319","","hypothetical protein","1","1","1","2","6","83","6","","293","293","293","","","","","","","","","","","","19084_7#93_02203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3335","frmB","esterase","1","1","1","1","3598","40","5","","695","695","695","","","","","","","","","","","","","19084_7#95_00470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_340","","IS630-Spn1, transposase Orf2","1","1","1","1","3517","387","14","","338","338","338","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#46_01733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_341","","putative IS630-Spn1 transposase","1","1","1","45","1","390","1","Investigate","338","338","338","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#46_02172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_343","phpA","streptococcal histidine triad protein PhpA","1","1","1","1","3105","1","1731","","893","893","893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#5_01661","","","","","","","","","","","","","","","","","","","","",""
"group_3441","","cell envelope integrity inner membrane protein TolA","1","1","1","1","2346","181","9","","2678","2678","2678","","","","","","","","","","","","","","19084_7#96_01069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_346","phtD","histidine triad protein D","1","1","1","1","3452","1","1737","","683","683","683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#72_02017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sstT_1","","Na+/serine symporter","1","1","1","1","1632","67","1","","254","254","254","","","","","","","","","","","","","","","19084_7#98_00109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3462","","cell envelope integrity inner membrane protein TolA","1","1","1","1","2343","181","87","","6884","6884","6884","","","","","","","","","","","","","","","19084_7#98_00130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3476","","hypothetical protein","1","1","1","1","524","1","262","","161","161","161","","","","","","","","","","","","","","","19084_7#98_00620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3481","lytB_1","choline binding protein","1","1","1","1","4131","13","6","","878","878","878","","","","","","","","","","","","","","","19084_7#98_01346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3482","","putative alpha/beta superfamily hydrolase","1","1","1","1","4130","13","7","","617","617","617","","","","","","","","","","","","","","","19084_7#98_01347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_35","","degenerate transposase","1","1","1","1","3859","290","1","","518","518","518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11511_8#69_01535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_352","","transposase","1","1","1","1","332","1","1793","","341","341","341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11658_2#33_00202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3520","","hypothetical protein","1","1","1","1","1047","1","852","","194","194","194","","","","","","","","","","","","","","","19084_7#98_02137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3521","","putative phage-associated protein","1","1","1","1","1057","1","868","","788","788","788","","","","","","","","","","","","","","","19084_7#98_02140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3525","","cell envelope integrity inner membrane protein TolA","1","1","1","1","1628","183","2","","2810","2810","2810","","","","","","","","","","","","","","","","19084_8#46_01465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
