"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GPS_NP_0007","GPS_NP_0011","GPS_NP_0012","GPS_NP_0014","GPS_NP_0022","GPS_NP_0032","GPS_NP_0034","GPS_NP_0045","GPS_NP_0055","GPS_NP_0064","GPS_NP_1068","GPS_NP_1179","GPS_NP_1229","GPS_NP_1248","GPS_NP_1253","GPS_NP_1362","GPS_NP_1367","GPS_NP_1378","GPS_NP_1381","GPS_NP_2025","GPS_NP_2111","GPS_NP_2394","GPS_NP_2454","GPS_NP_2513","GPS_NP_2560","GPS_NP_4001","GPS_NP_4027","GPS_NP_4038","GPS_NP_4057","GPS_NP_4071","GPS_NP_4073","GPS_NP_4109","GPS_NP_4122","GPS_NP_4137","GPS_NP_4141","GPS_NP_4161","GPS_NP_4176","GPS_NP_4179","GPS_NP_6036","GPS_NP_6094","GPS_NP_6181","GPS_NP_6305","GPS_NP_6396","GPS_NP_6555","GPS_NP_6623","GPS_NP_6701","GPS_NP_6741","GPS_NP_6855","GPS_NP_6976","GPS_NP_8017","GPS_NP_8019","GPS_NP_8024","GPS_NP_8036","GPS_NP_8042","GPS_NP_8052","GPS_NP_8081","GPS_NP_8088","GPS_NP_8101","GPS_NP_8104","GPS_NP_8105","GPS_NP_8108","GPS_NP_8113","GPS_NP_8142","GPS_NP_8146","GPS_NP_8167","GPS_NP_8174","GPS_NP_8178","GPS_NP_8182","GPS_NP_8185","GPS_NP_8190","GPS_NP_8224","GPS_NP_8227","GPS_NP_8230","GPS_NP_8235","GPS_NP_8244","GPS_NP_8265","GPS_NP_8274","GPS_NP_8278","GPS_NP_9018","GPS_NP_9025","GPS_NP_9027","GPS_NP_9038","GPS_NP_9044","GPS_NP_9062","GPS_NP_9067","GPS_NP_9073","GPS_NP_9080","GPS_NP_9087","GPS_NP_9094","GPS_NP_9095","GPS_NP_9121","GPS_NP_9135","GPS_NP_9141","GPS_NP_9149","GPS_NP_9151","GPS_NP_9153","GPS_NP_9154","GPS_NP_9157","GPS_NP_9161","GPS_NP_9170"
"group_2955","","putative bacteriocin BlpI","11","11","1","1","5916","1","200","","221","233","226","","","","","","","","","","16288_3#43_01698","","","","","","","","","16288_8#50_02172","","","","","","","","","","","","","","","","","","","16288_5#45_02093","","","","","16288_6#15_01440","","17138_5#31_00368","","","","","","","","28832_1#125_01034","","","","","28832_1#145_00492","","","","","","","","","","","","","","29102_1#217_00474","29102_1#290_00473","","","","","","","","","","","","","","","","","","","","","","28832_1#332_02060","","29102_1#167_00064","","",""
"group_2958","","transcriptional regulator","11","11","1","1","1864","5","5","","197","266","215","","","","","","","","","","","17138_5#56_00569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#60_00808","","","16288_6#15_01188","","","16288_6#49_01448","","","","","","28832_1#113_00906","","","28832_1#160_01758","","","","","","","","","","","","29102_1#185_01595","","29102_1#14_00189","29102_1#144_00579","","","","","","","","","","","","","","","","","","","29102_1#230_00474","","","","","","","","","","28832_1#157_00825",""
"group_2965","","phage protein","11","11","1","1","6290","1","3505","","530","530","530","","","","","","","","","","","17138_5#56_01707","","","","","","","","","","","","","","","","16288_4#69_00116","","","","16288_5#46_00392","","16288_5#23_00520","16288_5#31_00615","","","","","","","","","","","","","","","","28832_1#91_01578","","","","","","","","","28832_1#229_01135","","","","","","","","","","","","","","","29102_1#108_02047","","","","","","","29102_1#101_01565","","","","","28832_1#189_00613","","","29102_1#230_01532","","","","","","","","","","",""
"group_3056","","hypothetical protein","11","11","1","1","1755","1","2199","","89","89","89","","","","","","","","","","","","","","","","","","16288_8#47_00301","","16288_3#71_01559","","","","","","","","","","","","","16288_5#23_00672","","","","","","","","","","16288_6#15_00482","","","","","","","","","28832_1#113_00774","28832_1#125_00789","28832_1#324_00956","","","","","","","","","","","","","","","","29102_1#144_00711","","","","","","","","29102_1#186_00520","","","","","","","","","","","","","","","28832_1#280_01999","","","28832_1#273_00217","","","",""
"group_3091","","DNA-binding phage protein","11","11","1","1","519","1","3455","","185","230","193","","","","","","","","","","","","","","","","","","","","","","","16288_4#43_00019","16288_4#49_00532","","","","","","16288_5#5_00491","","","","","","","","","","","","","","","","16288_6#49_00076","","","","","","28832_1#113_00353","28832_1#125_00098","28832_1#324_00279","","","","","","","","","28832_1#265_00099","","","29102_1#43_00372","","","","29102_1#144_01205","29102_1#133_00711","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3412","","repressor (phage associated)","11","11","1","1","5057","1","2750","","803","803","803","","17138_5#50_01825","","","","16288_3#12_01973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#60_01858","","17138_5#13_01790","16288_6#15_00785","","","","","","","28832_1#91_02025","28832_1#9_01918","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#186_02031","","28832_1#278_02032","","29102_1#97_02053","","28832_1#223_01929","","","","","","","","","","","","","","","",""
"group_3413","","cro repressor","11","11","1","1","5058","1","2749","","236","236","236","","17138_5#50_01826","","","","16288_3#12_01974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#60_01859","","17138_5#13_01791","16288_6#15_00786","","","","","","","28832_1#91_02026","28832_1#9_01917","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#186_02030","","28832_1#278_02033","","29102_1#97_02052","","28832_1#223_01930","","","","","","","","","","","","","","","",""
"group_3415","","hypothetical protein","11","11","1","1","5060","1","2780","","158","158","158","","17138_5#50_01828","","","","16288_3#12_01976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#60_01861","","17138_5#13_01793","16288_6#15_00788","","","","","","","28832_1#91_02028","28832_1#9_01915","","","","","","","","","","","","","","","","","","","","","","","","","","","29102_1#186_02028","","28832_1#278_02035","","29102_1#97_02050","","28832_1#223_01932","","","","","","","","","","","","","","","",""
"group_3442","","ABC transporter ATP-binding protein","11","11","1","1","2901","1","1421","","170","170","170","","","16288_7#10_00469","16288_7#12_01716","","","","","","","","","","","","","","","","","","","","","","","","16288_4#73_01282","","","","","","16288_5#31_01563","","","","","","","","","","","17138_5#31_01460","","","","16288_8#64_01095","","28832_1#9_01212","","","","28832_1#160_01505","","28832_1#116_00021","","","","","","","","","","","","","","29102_1#133_00395","","","","","","","","","","","","","","","","","","","","29102_1#227_00985","","","","","","","","",""
"group_3466","","DNA or RNA helicases of superfamily II","11","11","1","1","1874","1","2343","","101","101","101","","","16288_7#10_00968","16288_7#12_01415","","","","","","","","","","","","","","","","","","","16288_4#43_00966","","","","","","","16288_5#5_00858","","","","","","","","","","16288_5#60_00820","","","","","17138_5#31_00341","","17138_5#34_01475","","","","28832_1#9_00228","","","28832_1#324_01101","","","","","28832_1#229_00250","","","","28832_1#265_00452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3497","","hypothetical protein","11","11","1","1","699","1","3185","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","164","164","164","","","16288_7#10_01774","","","","","","","","","","","","","","","","","","","16288_3#54_01037","","","16288_4#52_00823","","","","","","","","","","","","","","","","","","","","","","","","","28832_1#91_02069","28832_1#9_01877","","","28832_1#324_00799","","","","","","","","","","","","","","","29102_1#14_00508","","","","","","","","","","","28832_1#278_01860","","29102_1#97_02013","","","","","29102_1#71_01396","","29102_1#230_01917","","","","","","","","","","",""
"group_3598","zmpB","zinc metalloprotease ZmpB","11","11","1","1","5443","4","11","","5612","5612","5612","","","","","16288_7#20_00505","16288_3#12_00941","","16288_8#60_00734","","","","","","","","","","","","","","","","","","","","","16288_4#83_00581","","","","","","","","","","16288_5#54_01067","","","17138_5#13_00359","","","","","","","","","","","","","","","","","","","","29102_1#74_01882","","29102_1#189_01468","29102_1#200_01557","","","","","","","","","","","","","","","28832_1#278_01375","","","","28832_1#223_01471","","","","","","","","","","","","","","","",""
"group_3628","","Positive transcriptional regulator, MutR family","11","11","1","1","2452","1","1967","","872","872","872","","","","","16288_7#20_00989","","","","","","17138_5#56_00295","","","","","","","","16288_8#50_00605","","","16288_3#54_00845","","","","","","","","","","","","","","","","","16288_5#54_00254","","","17138_5#13_01140","","","","","","","","","","","","","","","","","","28832_1#253_01675","","","","29102_1#189_01148","","","29102_1#185_01295","","","","","","","","","","","","","28832_1#278_00878","","","","","29102_1#213_02136","","","","","","","","","","","","","","",""
"group_3629","","hypothetical protein","11","11","1","1","2590","1","1980","","2276","2276","2276","","","","","16288_7#20_00991","","","","","","17138_5#56_00297","","","","","","","","16288_8#50_00603","","","16288_3#54_00847","","","","","","","","","","","","","","","","","16288_5#54_00256","","","17138_5#13_01142","","","","","","","","","","","","","","","","","","28832_1#253_01673","","","","29102_1#189_01150","","","29102_1#185_01292","","","","","","","","","","","","","28832_1#278_00880","","","","","29102_1#213_01728","","","","","","","","","","","","","","",""
"group_3630","","putative glutamine amidotransferase","11","11","1","1","2591","1","1979","","662","662","662","","","","","16288_7#20_00992","","","","","","17138_5#56_00298","","","","","","","","16288_8#50_00602","","","16288_3#54_00848","","","","","","","","","","","","","","","","","16288_5#54_00257","","","17138_5#13_01143","","","","","","","","","","","","","","","","","","28832_1#253_01672","","","","29102_1#189_01151","","","29102_1#185_01291","","","","","","","","","","","","","28832_1#278_00881","","","","","29102_1#213_01729","","","","","","","","","","","","","","",""
"wchZ","","nucleotidyl transferase WchZ","11","11","1","1","2592","1","1978","","701","701","701","","","","","16288_7#20_00993","","","","","","17138_5#56_00299","","","","","","","","16288_8#50_00601","","","16288_3#54_00849","","","","","","","","","","","","","","","","","16288_5#54_00258","","","17138_5#13_01144","","","","","","","","","","","","","","","","","","28832_1#253_01671","","","","29102_1#189_01152","","","29102_1#185_01290","","","","","","","","","","","","","28832_1#278_00882","","","","","29102_1#213_01730","","","","","","","","","","","","","","",""
"murC_2","","UDP-N-acetylmuramate--L-alanine ligase","11","11","1","1","2593","1","1977","","1385","1385","1385","","","","","16288_7#20_00994","","","","","","17138_5#56_00300","","","","","","","","16288_8#50_00600","","","16288_3#54_00850","","","","","","","","","","","","","","","","","16288_5#54_00259","","","17138_5#13_01145","","","","","","","","","","","","","","","","","","28832_1#253_01670","","","","29102_1#189_01153","","","29102_1#185_01289","","","","","","","","","","","","","28832_1#278_00883","","","","","29102_1#213_01731","","","","","","","","","","","","","","",""
"group_3633","","DUF218 domain","11","11","1","1","2594","1","1976","","557","557","557","","","","","16288_7#20_00995","","","","","","17138_5#56_00301","","","","","","","","16288_8#50_00599","","","16288_3#54_00851","","","","","","","","","","","","","","","","","16288_5#54_00260","","","17138_5#13_01146","","","","","","","","","","","","","","","","","","28832_1#253_01669","","","","29102_1#189_01154","","","29102_1#185_01288","","","","","","","","","","","","","28832_1#278_00884","","","","","29102_1#213_01732","","","","","","","","","","","","","","",""
"nikS","","nikkomycin biosynthesis protein, carboxylase","11","11","1","1","2596","1","1974","","1211","1211","1211","","","","","16288_7#20_00997","","","","","","17138_5#56_00303","","","","","","","","16288_8#50_00597","","","16288_3#54_00853","","","","","","","","","","","","","","","","","16288_5#54_00262","","","17138_5#13_01148","","","","","","","","","","","","","","","","","","28832_1#253_01667","","","","29102_1#189_01156","","","29102_1#185_01286","","","","","","","","","","","","","28832_1#278_00886","","","","","29102_1#213_01734","","","","","","","","","","","","","","",""
"group_3635","","transporter major facilitator family protein","11","11","1","1","2597","1","1973","","1211","1211","1211","","","","","16288_7#20_00998","","","","","","17138_5#56_00304","","","","","","","","16288_8#50_00596","","","16288_3#54_00854","","","","","","","","","","","","","","","","","16288_5#54_00263","","","17138_5#13_01149","","","","","","","","","","","","","","","","","","28832_1#253_01666","","","","29102_1#189_01157","","","29102_1#185_01285","","","","","","","","","","","","","28832_1#278_00887","","","","","29102_1#213_01735","","","","","","","","","","","","","","",""
"group_3636","","biotin carboxylase","11","11","1","1","2598","1","1972","","1217","1217","1217","","","","","16288_7#20_00999","","","","","","17138_5#56_00305","","","","","","","","16288_8#50_00595","","","16288_3#54_00855","","","","","","","","","","","","","","","","","16288_5#54_00264","","","17138_5#13_01150","","","","","","","","","","","","","","","","","","28832_1#253_01665","","","","29102_1#189_01158","","","29102_1#185_01284","","","","","","","","","","","","","28832_1#278_00888","","","","","29102_1#213_01736","","","","","","","","","","","","","","",""
"vanUG2","","vanUG2","11","11","1","1","2599","1","1971","","245","245","245","","","","","16288_7#20_01000","","","","","","17138_5#56_00306","","","","","","","","16288_8#50_00594","","","16288_3#54_00856","","","","","","","","","","","","","","","","","16288_5#54_00265","","","17138_5#13_01151","","","","","","","","","","","","","","","","","","28832_1#253_01664","","","","29102_1#189_01159","","","29102_1#185_01283","","","","","","","","","","","","","28832_1#278_00889","","","","","29102_1#213_01737","","","","","","","","","","","","","","",""
"group_3638","","hypothetical protein","11","11","1","1","2601","1","1969","","251","251","251","","","","","16288_7#20_01002","","","","","","17138_5#56_00308","","","","","","","","16288_8#50_00592","","","16288_3#54_00858","","","","","","","","","","","","","","","","","16288_5#54_00267","","","17138_5#13_01153","","","","","","","","","","","","","","","","","","28832_1#253_01662","","","","29102_1#189_01161","","","29102_1#185_01281","","","","","","","","","","","","","28832_1#278_00891","","","","","29102_1#213_01739","","","","","","","","","","","","","","",""
"group_3639","","putative site-specific recombinase","11","11","1","1","2602","1","1968","","659","659","659","","","","","16288_7#20_01003","","","","","","17138_5#56_00309","","","","","","","","16288_8#50_00591","","","16288_3#54_00859","","","","","","","","","","","","","","","","","16288_5#54_00268","","","17138_5#13_01154","","","","","","","","","","","","","","","","","","28832_1#253_01661","","","","29102_1#189_01162","","","29102_1#185_01280","","","","","","","","","","","","","28832_1#278_00892","","","","","29102_1#213_01740","","","","","","","","","","","","","","",""
"group_3681","","hypothetical protein","11","11","1","1","3719","1","3033","","128","128","128","","","","","16288_7#20_01754","16288_3#12_01950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16288_5#54_01731","","16288_5#75_00056","17138_5#13_01767","","","17138_5#31_02083","","","","","","","","","","","","","","","","","29102_1#74_01961","","29102_1#189_01821","","","","","","","","","","","","","","","","28832_1#278_02009","","","","28832_1#223_01907","29102_1#213_01992","","","","","","","","","","","","","","",""
